0 211
1 211
2 211
3 195
4 187
5 173
6 173
7 151
8 139
9 125
10 90
11 76
12 70
13 70
14 54

#0 211          16
#1              16
#2              17
#3  -16[D2]            18
#4 -8[P1]             19
#5 -8[I3]  -6[P2]           20
#6              21
#7 -22[D1]             22
#8 -12[D5]             23
#9  -6[I2] -8[I4]           24
#10 -35[I1]            25
#11  -14[P1]           26
#12  -6[P2]          27
#13             28
#14 54   -16[D6]       29
