0 239
1 239
2 234
3 224
4 216
5 198
6 198
7 198
8 162
9 122
10 72
11 30
12 15
13  15
14  15
# 0         
#x1         po
#x2 5        ut
#x3  10       st
#x4  8     ct
#x5  8 10    pa
#x6         
#x7
#x8  36 po
#x9  40    ut
#x10 20 30  st
#x11  42   ct
#x12  20  pa
#x13        
#x14 0
