0 218
1 218
2 194
3 194
4 154
5 148
6 148
7 140
8 135.5
9 128.5
10 106.5
11 62.5
12 56
13 43
14 36










#0 218       # 2
#1           # 2
#2 -24[D1]          # 3
#3           # 4
#4 -8 -32[P3]         # 5
#5 -6          # 6
#6           # 7
#7 -8[D5]          # 8
#8 -4.5          # 9
#9  -7[I5]         # 10
#10 -22[D2]         # 11
#11 -30[I1] -14       # 12
#12 -0.5[I6] -6         # 13
#13  -4[I2] -10[D6]       # 14
#14 36  -4[I4] -2[I3]      # 15
